Ticker,Sector,Day,Price,Volume,Return,Cumulative Return
COMP01,Energy,1,132.06394757439554,7142083.048235018,,0.0
COMP01,Energy,2,136.68059482046326,3274769.7568689035,0.034957665061973175,0.034957665061973175
COMP01,Energy,3,138.56000536047,6581187.978848292,0.013750383091875262,0.049188729440448054
COMP01,Energy,4,133.91496753601183,86813.708453211,-0.0335236550574165,0.014016088384557479
COMP01,Energy,5,136.34582804223695,4846935.877296907,0.018152268943136818,0.032422781133581546
COMP01,Energy,6,132.81433183351407,0.0,-0.025901021391200096,0.005681976594678284
COMP01,Energy,7,130.08925739468125,0.0,-0.020517924543329902,-0.014952530315678225
COMP01,Energy,8,128.49828317808877,4177418.8186803716,-0.012229866235346276,-0.026999529105383835
COMP01,Energy,9,128.10150794623493,6968047.08912618,-0.0030877862492835195,-0.03000394657995864
COMP01,Energy,10,122.33475962592713,2315374.346980013,-0.04501702136658803,-0.07367027964227468
COMP01,Energy,11,126.5348825567721,0.0,0.03433302966130003,-0.04186657387708914
COMP01,Energy,12,122.2542074203815,0.0,-0.03383000047018658,-0.07428022813332869
COMP01,Energy,13,128.18260680707652,0.0,0.048492395573018765,-0.029389858766205368
COMP01,Energy,14,123.95979892415333,4314822.263538708,-0.032943688602610544,-0.061365337013547294
COMP01,Energy,15,128.85205970002676,5498629.08324391,0.039466511065146426,-0.024320701700662473
COMP01,Energy,16,128.7744312079236,5649036.63274911,-0.0006024621747131587,-0.024908511572538483
COMP01,Energy,17,122.34189522084534,8350586.49933644,-0.049951965826912303,-0.07361624828058011
COMP01,Energy,18,118.60287214096965,6777968.588554307,-0.030562082376819455,-0.10192846481317608
COMP01,Energy,19,123.44859731586158,5992128.46645175,0.04085672705406629,-0.06523620122502172
COMP01,Energy,20,125.15266518572923,2121076.806732539,0.01380386579450188,-0.05233284719717313
COMP01,Energy,21,124.8886278656757,4233024.947610477,-0.002109721911728313,-0.05433216135446639
COMP01,Energy,22,116.8825438033914,5088701.114998135,-0.06410578928687782,-0.1149549445540542
COMP01,Energy,23,121.88847917917278,2647745.044021858,0.04282876820512982,-0.0770495550232635
COMP01,Energy,24,128.9557392025631,5579765.623074252,0.05798136190543213,-0.023535631252287748
COMP01,Energy,25,135.68821939840146,4625550.087302372,0.052207681778807746,0.02744330977963716
COMP01,Energy,26,133.24005059158958,4672269.473074064,-0.018042603975984672,0.008905557033508149
COMP01,Energy,27,134.81269586831613,8721556.108238332,0.011803097265003615,0.020813767454377352
COMP01,Energy,28,136.85207638251157,3416560.042688841,0.015127510810906797,0.03625613875746603
COMP01,Energy,29,130.75522047326035,2656046.2910991097,-0.04455070080347234,-0.009909798436079309
COMP01,Energy,30,131.49802131241046,7887494.419371523,0.005680850343577681,-0.004285244174352054
COMP02,Retail,1,124.09738609106682,0.0,,0.0
COMP02,Retail,2,119.00870800332667,1409267.6693968943,-0.041005521937471756,-0.041005521937471756
COMP02,Retail,3,120.74742235292246,2074553.4461019435,0.014609975847710066,-0.026994635774890918
COMP02,Retail,4,122.211301867181,0.0,0.012123484590668143,-0.015198420235070342
COMP02,Retail,5,124.5233557383987,5073297.15292111,0.018918494737339753,0.0034325432690363034
COMP02,Retail,6,127.70013486610529,1208878.3627011683,0.025511512349381427,0.029031624988415494
COMP02,Retail,7,126.2253019942464,0.0,-0.011549188052191739,0.01714714523977179
COMP02,Retail,8,122.37465300287832,0.0,-0.03050615788222555,-0.013882106162367736
COMP02,Retail,9,120.14660712265704,5021621.957526745,-0.018206759533519357,-0.03183611752717008
COMP02,Retail,10,120.05803265992698,923621.6274909864,-0.0007372198420854126,-0.03254986715171948
COMP02,Retail,11,113.50168785611248,0.0,-0.05460979710025582,-0.08538212261117961
COMP02,Retail,12,116.42131967227064,1521923.0789882091,0.025723245806347883,-0.06185518213222685
COMP02,Retail,13,111.69201734351464,3227501.9041927066,-0.04062230476401685,-0.09996478683643462
COMP02,Retail,14,113.20307067965429,3408738.3015460316,0.01352874961056827,-0.08778843579685025
COMP02,Retail,15,112.81437108492537,2983466.4536793698,-0.003433648861247529,-0.09092064999549321
COMP02,Retail,16,113.55367031038809,4384238.246409442,0.006553236244220884,-0.08496323825017094
COMP02,Retail,17,112.40982638785907,2549987.245956223,-0.010073156767213542,-0.09418054699904044
COMP02,Retail,18,112.97741139059589,0.0,0.005049247214192976,-0.08960684064941349
COMP02,Retail,19,111.83947608847764,0.0,-0.010072237344720847,-0.09877653662740282
COMP02,Retail,20,110.50785548503657,0.0,-0.011906534705040994,-0.10950698507104584
COMP02,Retail,21,108.37586422933573,0.0,-0.019292666990443297,-0.126686970265386
COMP02,Retail,22,112.1045220353498,0.0,0.034404872639574036,-0.09664074670288603
COMP02,Retail,23,113.04225374195322,4966631.9836487435,0.008364798222035397,-0.08908432882704709
COMP02,Retail,24,113.59376358002585,3270282.4233667245,0.004878793723730901,-0.08464015916768042
COMP02,Retail,25,111.45537063166284,4108982.859702642,-0.018824915039077128,-0.10187173040153197
COMP02,Retail,26,110.90961430278594,3975427.757085719,-0.00489663553926456,-0.106269537205266
COMP02,Retail,27,108.55473778422389,0.0,-0.021232393001865302,-0.12524557362906275
COMP02,Retail,28,107.41576337028633,0.0,-0.010492166783190204,-0.13442364296488052
COMP02,Retail,29,104.62308772985367,1953475.481515729,-0.025998750581939123,-0.15692754678106002
COMP02,Retail,30,108.37348136015274,2194771.3066191655,0.0358467113872889,-0.1267061718719471
COMP03,Telecom,1,125.69991321722287,161492932.057622,,0.0
COMP03,Telecom,2,125.7512787356822,54455964.03760567,0.00040863606938668084,0.00040863606938668084
COMP03,Telecom,3,124.84530310405806,273168441.24752676,-0.007204504325784455,-0.006798812276727295
COMP03,Telecom,4,127.80066356980831,58869848.05599344,0.02367217982791847,0.016712424844360196
COMP03,Telecom,5,127.64609414882271,319991094.05401576,-0.0012094571081875394,0.015482754775149488
COMP03,Telecom,6,129.87427283665897,139804263.9738505,0.017455909659393365,0.03320893000317637
COMP03,Telecom,7,128.60645180554528,333899852.7513106,-0.009761910526407513,0.02312283687340022
COMP03,Telecom,8,129.62450016119794,206083843.1917108,0.007915997536359853,0.031221874729483456
COMP03,Telecom,9,132.85222278201556,228236798.04311216,0.024900559823210155,0.05689987671218799
COMP03,Telecom,10,126.81346400976281,97576709.74117954,-0.0454547063330748,0.008858803192772546
COMP03,Telecom,11,125.3818253522174,95871733.94064,-0.011289326955339574,-0.002530533688243297
COMP03,Telecom,12,126.78453152891316,28331459.21200466,0.011187476117494155,0.008628632144049186
COMP03,Telecom,13,129.63952506701796,241035300.06331965,0.02251846896207299,0.031341404691243024
COMP03,Telecom,14,130.1713629099011,102520828.69707316,0.004102435909173474,0.03557241670446576
COMP03,Telecom,15,130.34464629678516,107173997.97845553,0.0013311943810867533,0.03695096488679117
COMP03,Telecom,16,134.23748133227767,209800439.8671615,0.02986570715477499,0.06792023873796138
COMP03,Telecom,17,137.4115395236558,357876871.32820463,0.023645096435632507,0.09317131576848414
COMP03,Telecom,18,135.33915486918042,214520558.2101848,-0.015081591121527294,0.0766845529582818
COMP03,Telecom,19,135.6824574423719,137981456.506585,0.002536609405632273,0.07941568112221487
COMP03,Telecom,20,136.62477859487083,197184244.92300132,0.006945047799559179,0.08691227462320228
COMP03,Telecom,21,140.979024189204,204524715.96713343,0.03187010174226668,0.12155227940036228
COMP03,Telecom,22,143.2567369752754,179766455.67144042,0.016156394890452175,0.1396725209166414
COMP03,Telecom,23,143.05254555311927,210194752.5334472,-0.0014253530163218509,0.13804808525133372
COMP03,Telecom,24,143.6832684053243,269347925.0673714,0.004409029212072424,0.14306577250394992
COMP03,Telecom,25,138.95351452212597,237682946.51344168,-0.03291791685762535,0.10543842844186768
COMP03,Telecom,26,141.45940168407012,171343263.96073765,0.0180339962653131,0.1253739009319219
COMP03,Telecom,27,143.17590113758462,272149074.96143097,0.012134219663589851,0.13902943504950094
COMP03,Telecom,28,146.39826758438457,138313076.7596448,0.02250634653735073,0.1646648262309678
COMP03,Telecom,29,146.08313546578708,246093967.9576881,-0.0021525672659742368,0.16215780685019143
COMP03,Telecom,30,146.4843533794016,206021275.67433503,0.002746503984427884,0.16534967789723942
COMP04,Retail,1,73.32164115498011,1908368.4598218566,,0.0
COMP04,Retail,2,71.94224292454871,3766348.379805173,-0.018812975387659026,-0.018812975387659026
COMP04,Retail,3,71.40917573274243,4184991.6068408666,-0.00740965488614731,-0.026083232618802188
COMP04,Retail,4,68.18666264171395,0.0,-0.045127437167026274,-0.07003360034471051
COMP04,Retail,5,70.24963814816213,3917045.2656022897,0.03025482442641403,-0.041897630200675384
COMP04,Retail,6,68.27507062539905,4058315.892459888,-0.028107867525218544,-0.06882784468659275
COMP04,Retail,7,72.27048749432159,978153.4332387128,0.058519410266800964,-0.014336199300786223
COMP04,Retail,8,71.30350485727182,5396409.788211535,-0.013380048628089614,-0.027524428885089325
COMP04,Retail,9,71.95477633342676,0.0,0.009133793317153138,-0.01864203801254527
COMP04,Retail,10,74.62896431291153,5380790.553221921,0.037164843193911334,0.01782997676181486
COMP04,Retail,11,77.11780901589465,0.0,0.0333495811699549,0.05177418018904634
COMP04,Retail,12,80.58296225654462,0.0,0.044933242851022515,0.09903380485191593
COMP04,Retail,13,77.9476590417613,0.0,-0.03270298262793503,0.0630921214243303
COMP04,Retail,14,76.04357434050553,0.0,-0.024427734259929945,0.03712318958835148
COMP04,Retail,15,76.44231947165834,4546087.608214187,0.0052436400394242355,0.04256149027109224
COMP04,Retail,16,77.88776702724074,0.0,0.018908996555478952,0.062275281899503376
COMP04,Retail,17,77.88862350496895,3557419.926291419,1.099630610679192e-05,0.06228696300367287
COMP04,Retail,18,75.15119620937195,3820753.964969341,-0.035145405996581336,0.02495245640403332
COMP04,Retail,19,75.99630747057965,2826571.0975753143,0.011245479830463534,0.03647853857970884
COMP04,Retail,20,75.69175385831349,0.0,-0.004007479078954712,0.03232487252056515
COMP04,Retail,21,75.36854143118816,3220214.1877052826,-0.00427011412273981,0.027916727503159544
COMP04,Retail,22,71.70303360204947,0.0,-0.04863445357351537,-0.022075440858032702
COMP04,Retail,23,72.99096810180686,3423789.147867199,0.01796206429570879,-0.004509897050371969
COMP04,Retail,24,73.24340415573766,3915416.748957745,0.003458456032241042,-0.0010670382987896243
COMP04,Retail,25,76.213591919513,3765560.0388251585,0.04055228997084592,0.039441980825553724
COMP04,Retail,26,76.10840078818691,0.0,-0.0013802148498285316,0.038007327568083005
COMP04,Retail,27,77.08248891753973,0.0,0.012798693958420593,0.05129246568022494
COMP04,Retail,28,78.52634180981701,2671146.771322765,0.018731269741716128,0.07098450843231507
COMP04,Retail,29,75.58641555887472,3729736.669462,-0.03743872671494752,0.030888212105175228
COMP04,Retail,30,80.08607369637338,5126853.584373115,0.05952998437918833,0.09225697126848575
COMP05,Retail,1,139.9667445292173,6809330.56455211,,0.0
COMP05,Retail,2,138.7812067334451,3218688.725587984,-0.008470139101683039,-0.008470139101683039
COMP05,Retail,3,140.99592324509916,4596526.2759229,0.015958331562196726,0.007353023172351092
COMP05,Retail,4,148.05367669363756,5399180.647499764,0.050056436286243455,0.05777752559453253
COMP05,Retail,5,154.74676061184556,1586657.350209176,0.045207144244433506,0.10559662677260451
COMP05,Retail,6,149.5003182578228,2183686.0953673106,-0.03390340665794289,0.06811313473548308
COMP05,Retail,7,145.60907995461912,3914302.7837227997,-0.02602829444478505,0.040311971564245486
COMP05,Retail,8,140.5675929530678,0.0,-0.034623438339989376,0.004292794162437996
COMP05,Retail,9,138.31173518291706,0.0,-0.016048206579904245,-0.011824304064990021
COMP05,Retail,10,138.51467999238517,3255186.914859623,0.0014673000031393268,-0.01037435386324237
COMP05,Retail,11,139.2900773345141,1949369.9678257601,0.005597943424997087,-0.00483448548424259
